"","X","participant_id","option_chosen","problem_number","running_number","trial_number","cond","a.b.f","b.b.f","a.se.f","b.se.f","a_be","pa_be","a_se","pa_se","b_be","pb_be","b_se","pb_se","de_gap_rule"
"9093",9093,76,1,54,33,43,"exp",0.833333333333333,0.8,0.166666666666667,0.2,9,0.659,6,0.227,9,0.594,10,0.134,0.183333333333333
"9094",9094,76,0,56,34,29,"exp",0.6,0.8,0,0,8,0.77,10,0.016,8,0.62,10,0.091,0.183333333333333
"9095",9095,76,0,57,35,35,"exp",0.75,0.777777777777778,0.25,0,8,0.645,6,0.137,8,0.677,9,0.017,0.183333333333333
"9096",9096,76,1,59,36,8,"exp",0.75,0.25,0.25,0,9,0.569,9,0.16,9,0.795,6,0.071,0.183333333333333
"9097",9097,76,0,60,37,17,"exp",0.333333333333333,0.75,0,0.25,9,0.566,9,0.06,9,0.766,9,0.192,0.183333333333333
"9098",9098,76,1,61,38,30,"exp",1,0.333333333333333,0,0,8,0.86,9,0.104,8,0.659,6,0.138,0.183333333333333
"9099",9099,76,1,65,39,15,"exp",0.5,0.166666666666667,0.166666666666667,0,9,0.571,6,0.261,9,0.514,6,0.014,0.183333333333333
"9100",9100,76,0,67,40,58,"exp",0.8,0.8,0.4,0.2,9,0.711,9,0.145,9,0.536,6,0.139,0.183333333333333
"9101",9101,76,1,68,41,46,"exp",1,0.75,0.25,0,7,0.845,6,0.162,7,0.869,10,0.068,0.183333333333333
"9102",9102,76,0,70,42,14,"exp",0,0.666666666666667,0,0.166666666666667,8,0.556,6,0.029,8,0.715,9,0.105,0.183333333333333
"9103",9103,76,1,71,43,32,"exp",0.75,0.5,0,0,9,0.606,9,0.036,9,0.577,6,0.105,0.183333333333333
"9104",9104,76,0,73,44,57,"exp",0.5,1,0,0,9,0.703,7,0.162,9,0.756,6,0.103,0.183333333333333
"9105",9105,76,1,74,45,48,"exp",1,0,0,0,6,0.693,9,0.031,6,0.708,7,0.18,0.183333333333333
"9106",9106,76,0,76,46,47,"exp",0.833333333333333,0.875,0.166666666666667,0,9,0.794,6,0.2,9,0.837,6,0.018,0.183333333333333
"9107",9107,76,1,77,47,23,"exp",0.75,0,0.25,0.5,9,0.741,6,0.02,9,0.571,6,0.198,0.183333333333333
"9108",9108,76,0,79,48,33,"exp",0.666666666666667,0.857142857142857,0.166666666666667,0.142857142857143,8,0.733,6,0.167,8,0.799,10,0.038,0.183333333333333
"9109",9109,76,0,80,49,26,"exp",0.666666666666667,1,0,0,6,0.812,10,0.037,6,0.817,7,0.199,0.183333333333333
"9110",9110,76,1,81,50,37,"exp",0.8,0.333333333333333,0.2,0,6,0.626,6,0.205,6,0.571,9,0.027,0.183333333333333
"9111",9111,76,1,83,51,31,"exp",1,1,0,0,8,0.742,10,0.052,8,0.688,6,0.112,0.183333333333333
"9112",9112,76,0,84,52,40,"exp",0.6,0.8,0.2,0,8,0.595,7,0.187,8,0.669,10,0.065,0.183333333333333
"9113",9113,76,0,85,53,27,"exp",0.25,0.8,0.25,0,10,0.668,6,0.153,10,0.846,10,0.082,0.183333333333333
"9114",9114,76,1,86,54,28,"exp",0.8,0.5,0,0.5,6,0.716,10,0.074,6,0.676,6,0.176,0.183333333333333
"9115",9115,76,1,90,55,53,"exp",1,0,0,0,7,0.832,6,0.118,7,0.903,6,0.193,0.183333333333333
"9116",9116,76,1,92,56,6,"exp",0.75,0.25,0,0,9,0.793,6,0.013,9,0.637,6,0.089,0.183333333333333
"9117",9117,76,0,95,57,13,"exp",0,1,0,0.666666666666667,8,0.604,10,0.043,8,0.514,9,0.071,0.183333333333333
"9118",9118,76,0,96,58,42,"exp",0.8,1,0.2,0,10,0.703,6,0.066,10,0.597,7,0.158,0.183333333333333
"9119",9119,76,0,99,59,11,"exp",0.727272727272727,0.818181818181818,0.0909090909090909,0.0909090909090909,9,0.596,6,0.137,9,0.736,10,0.075,0.183333333333333
"9120",9120,76,1,100,60,49,"exp",0.6,0.4,0,0,6,0.761,6,0.276,6,0.716,6,0.056,0.183333333333333
"9121",9121,77,1,2,1,11,"desc",NA,NA,NA,NA,5,0.88,7,0.114,5,0.733,3,0.178,0.25
"9122",9122,77,0,3,2,28,"desc",NA,NA,NA,NA,9,0.68,3,0.251,9,0.614,3,0.051,0.25
"9123",9123,77,1,5,3,9,"desc",NA,NA,NA,NA,10,0.905,3,0.074,10,0.709,3,0.205,0.25
"9124",9124,77,0,8,4,3,"desc",NA,NA,NA,NA,3,0.545,6,0.067,3,0.694,7,0.026,0.25
"9125",9125,77,1,10,5,18,"desc",NA,NA,NA,NA,10,0.921,3,0.226,10,0.73,6,0.089,0.25
"9126",9126,77,1,11,6,17,"desc",NA,NA,NA,NA,3,0.644,2,0.02,3,0.914,10,0.14,0.25
"9127",9127,77,0,12,7,33,"desc",NA,NA,NA,NA,5,0.688,7,0.122,5,0.706,7,0.024,0.25
"9128",9128,77,1,13,8,49,"desc",NA,NA,NA,NA,10,0.635,6,0.157,10,0.611,9,0.092,0.25
"9129",9129,77,0,14,9,38,"desc",NA,NA,NA,NA,5,0.511,6,0.049,5,0.778,3,0.054,0.25
"9130",9130,77,1,15,10,42,"desc",NA,NA,NA,NA,5,0.675,3,0.105,5,0.775,7,0.176,0.25
"9131",9131,77,1,16,11,41,"desc",NA,NA,NA,NA,9,0.836,7,0.014,9,0.703,9,0.185,0.25
"9132",9132,77,1,17,12,32,"desc",NA,NA,NA,NA,3,0.922,6,0.062,3,0.563,9,0.056,0.25
"9133",9133,77,0,18,13,27,"desc",NA,NA,NA,NA,6,0.584,6,0.015,6,0.658,3,0.027,0.25
"9134",9134,77,1,19,14,46,"desc",NA,NA,NA,NA,5,0.804,6,0.064,5,0.889,10,0.163,0.25
"9135",9135,77,0,22,15,1,"desc",NA,NA,NA,NA,10,0.642,3,0.213,10,0.902,3,0.042,0.25
"9136",9136,77,1,23,16,12,"desc",NA,NA,NA,NA,6,0.828,6,0.033,6,0.81,3,0.104,0.25
"9137",9137,77,0,26,17,59,"desc",NA,NA,NA,NA,9,0.645,3,0.215,9,0.8,3,0.188,0.25
"9138",9138,77,0,27,18,58,"desc",NA,NA,NA,NA,5,0.517,2,0.085,5,0.835,6,0.072,0.25
"9139",9139,77,1,28,19,21,"desc",NA,NA,NA,NA,9,0.9,7,0.012,9,0.786,10,0.181,0.25
"9140",9140,77,1,29,20,4,"desc",NA,NA,NA,NA,6,0.676,7,0.058,6,0.571,3,0.218,0.25
"9141",9141,77,1,31,21,29,"desc",NA,NA,NA,NA,5,0.769,7,0.091,5,0.681,9,0.219,0.25
"9142",9142,77,1,32,22,22,"desc",NA,NA,NA,NA,5,0.86,3,0.132,5,0.782,7,0.014,0.25
"9143",9143,77,0,34,23,47,"desc",NA,NA,NA,NA,6,0.596,9,0.145,6,0.944,2,0.135,0.25
"9144",9144,77,1,35,24,57,"desc",NA,NA,NA,NA,3,0.575,7,0.014,3,0.724,6,0.183,0.25
"9145",9145,77,1,36,25,56,"desc",NA,NA,NA,NA,5,0.791,7,0.019,5,0.631,6,0.019,0.25
"9146",9146,77,0,39,26,13,"desc",NA,NA,NA,NA,10,0.752,10,0.146,10,0.624,3,0.037,0.25
"9147",9147,77,0,42,27,35,"desc",NA,NA,NA,NA,10,0.561,3,0.199,10,0.824,7,0.151,0.25
"9148",9148,77,1,43,28,39,"desc",NA,NA,NA,NA,5,0.767,2,0.03,5,0.871,2,0.117,0.25
"9149",9149,77,1,44,29,48,"desc",NA,NA,NA,NA,5,0.766,7,0.083,5,0.635,10,0.136,0.25
"9150",9150,77,0,45,30,54,"desc",NA,NA,NA,NA,6,0.609,3,0.164,6,0.691,3,0.081,0.25
"9151",9151,77,1,48,31,36,"desc",NA,NA,NA,NA,5,0.754,3,0.088,5,0.833,7,0.235,0.25
"9152",9152,77,0,53,32,51,"desc",NA,NA,NA,NA,6,0.713,7,0.01,6,0.763,6,0.041,0.25
"9153",9153,77,1,54,33,5,"desc",NA,NA,NA,NA,9,0.659,3,0.227,9,0.594,9,0.134,0.25
"9154",9154,77,1,56,34,60,"desc",NA,NA,NA,NA,5,0.77,6,0.016,5,0.62,9,0.091,0.25
"9155",9155,77,0,57,35,8,"desc",NA,NA,NA,NA,3,0.645,6,0.137,3,0.677,2,0.017,0.25
"9156",9156,77,0,59,36,2,"desc",NA,NA,NA,NA,9,0.569,7,0.16,9,0.795,7,0.071,0.25
"9157",9157,77,0,60,37,10,"desc",NA,NA,NA,NA,9,0.566,2,0.06,9,0.766,7,0.192,0.25
"9158",9158,77,1,61,38,43,"desc",NA,NA,NA,NA,3,0.86,3,0.104,3,0.659,10,0.138,0.25
"9159",9159,77,0,65,39,52,"desc",NA,NA,NA,NA,10,0.571,3,0.261,10,0.514,7,0.014,0.25
"9160",9160,77,1,67,40,15,"desc",NA,NA,NA,NA,9,0.711,2,0.145,9,0.536,3,0.139,0.25
"9161",9161,77,1,68,41,24,"desc",NA,NA,NA,NA,5,0.845,3,0.162,5,0.869,9,0.068,0.25
"9162",9162,77,0,70,42,31,"desc",NA,NA,NA,NA,5,0.556,7,0.029,5,0.715,2,0.105,0.25
"9163",9163,77,1,71,43,6,"desc",NA,NA,NA,NA,10,0.606,2,0.036,10,0.577,10,0.105,0.25
"9164",9164,77,0,73,44,55,"desc",NA,NA,NA,NA,6,0.703,3,0.162,6,0.756,6,0.103,0.25
"9165",9165,77,1,74,45,23,"desc",NA,NA,NA,NA,5,0.693,2,0.031,5,0.708,3,0.18,0.25
"9166",9166,77,0,76,46,26,"desc",NA,NA,NA,NA,9,0.794,6,0.2,9,0.837,7,0.018,0.25
"9167",9167,77,1,77,47,45,"desc",NA,NA,NA,NA,10,0.741,7,0.02,10,0.571,3,0.198,0.25
"9168",9168,77,0,79,48,44,"desc",NA,NA,NA,NA,5,0.733,10,0.167,5,0.799,6,0.038,0.25
"9169",9169,77,1,80,49,37,"desc",NA,NA,NA,NA,3,0.812,9,0.037,3,0.817,3,0.199,0.25
"9170",9170,77,1,81,50,7,"desc",NA,NA,NA,NA,5,0.626,3,0.205,5,0.571,3,0.027,0.25
"9171",9171,77,1,83,51,34,"desc",NA,NA,NA,NA,3,0.742,6,0.052,3,0.688,6,0.112,0.25
"9172",9172,77,1,84,52,25,"desc",NA,NA,NA,NA,3,0.595,3,0.187,3,0.669,9,0.065,0.25
"9173",9173,77,0,85,53,14,"desc",NA,NA,NA,NA,10,0.668,10,0.153,10,0.846,9,0.082,0.25
"9174",9174,77,0,86,54,30,"desc",NA,NA,NA,NA,3,0.716,9,0.074,3,0.676,3,0.176,0.25
"9175",9175,77,1,90,55,40,"desc",NA,NA,NA,NA,5,0.832,6,0.118,5,0.903,3,0.193,0.25
"9176",9176,77,1,92,56,16,"desc",NA,NA,NA,NA,9,0.793,7,0.013,9,0.637,6,0.089,0.25
"9177",9177,77,1,95,57,53,"desc",NA,NA,NA,NA,3,0.604,6,0.043,3,0.514,2,0.071,0.25
"9178",9178,77,1,96,58,50,"desc",NA,NA,NA,NA,10,0.703,6,0.066,10,0.597,3,0.158,0.25
"9179",9179,77,0,99,59,20,"desc",NA,NA,NA,NA,6,0.596,6,0.137,6,0.736,6,0.075,0.25
"9180",9180,77,0,100,60,19,"desc",NA,NA,NA,NA,5,0.761,3,0.276,5,0.716,7,0.056,0.25
"9181",9181,77,1,2,1,41,"exp",1,0.8,0.2,0,5,0.88,7,0.114,5,0.733,3,0.178,0.25
"9182",9182,77,0,3,2,6,"exp",0.2,0.8,0.2,0,9,0.68,3,0.251,9,0.614,3,0.051,0.25
"9183",9183,77,1,5,3,38,"exp",1,0.8,0,0.2,10,0.905,3,0.074,10,0.709,3,0.205,0.25
"9184",9184,77,1,8,4,13,"exp",0.6,0.4,0,0.2,3,0.545,6,0.067,3,0.694,7,0.026,0.25
"9185",9185,77,0,10,5,58,"exp",0.8,1,0,0.2,10,0.921,3,0.226,10,0.73,6,0.089,0.25
"9186",9186,77,0,11,6,33,"exp",0.9,1,0,0.181818181818182,3,0.644,2,0.02,3,0.914,10,0.14,0.25
"9187",9187,77,1,12,7,54,"exp",1,0.4,0.2,0,5,0.688,7,0.122,5,0.706,7,0.024,0.25
"9188",9188,77,1,13,8,2,"exp",1,0.6,0.2,0,10,0.635,6,0.157,10,0.611,9,0.092,0.25
"9189",9189,77,0,14,9,8,"exp",0.25,1,0.25,0,5,0.511,6,0.049,5,0.778,3,0.054,0.25
"9190",9190,77,0,15,10,22,"exp",0.8,0.8,0.2,0.2,5,0.675,3,0.105,5,0.775,7,0.176,0.25
"9191",9191,77,1,16,11,15,"exp",0.8,0.6,0,0,9,0.836,7,0.014,9,0.703,9,0.185,0.25
"9192",9192,77,1,17,12,23,"exp",1,0.6,0,0,3,0.922,6,0.062,3,0.563,9,0.056,0.25
"9193",9193,77,0,18,13,4,"exp",0.4,0.8,0,0,6,0.584,6,0.015,6,0.658,3,0.027,0.25
"9194",9194,77,0,19,14,57,"exp",0.8,1,0,0,5,0.804,6,0.064,5,0.889,10,0.163,0.25
"9195",9195,77,0,22,15,21,"exp",0.8,1,0.2,0,10,0.642,3,0.213,10,0.902,3,0.042,0.25
"9196",9196,77,1,23,16,3,"exp",1,1,0,0.2,6,0.828,6,0.033,6,0.81,3,0.104,0.25
"9197",9197,77,1,26,17,20,"exp",1,0.4,0,0.2,9,0.645,3,0.215,9,0.8,3,0.188,0.25
"9198",9198,77,0,27,18,35,"exp",0.6,1,0,0.2,5,0.517,2,0.085,5,0.835,6,0.072,0.25
"9199",9199,77,1,28,19,11,"exp",1,1,0,0.2,9,0.9,7,0.012,9,0.786,10,0.181,0.25
"9200",9200,77,0,29,20,5,"exp",1,0.8,0.2,0,6,0.676,7,0.058,6,0.571,3,0.218,0.25
"9201",9201,77,1,31,21,60,"exp",0.8,0.4,0.2,0,5,0.769,7,0.091,5,0.681,9,0.219,0.25
"9202",9202,77,1,32,22,40,"exp",0.8,0.4,0,0,5,0.86,3,0.132,5,0.782,7,0.014,0.25
"9203",9203,77,1,34,23,24,"exp",0.8,1,0,0.4,6,0.596,9,0.145,6,0.944,2,0.135,0.25
"9204",9204,77,0,35,24,42,"exp",0.6,1,0,0.4,3,0.575,7,0.014,3,0.724,6,0.183,0.25
"9205",9205,77,0,36,25,10,"exp",0.8,1,0,0,5,0.791,7,0.019,5,0.631,6,0.019,0.25
"9206",9206,77,0,39,26,30,"exp",0.4,0.6,0.2,0.2,10,0.752,10,0.146,10,0.624,3,0.037,0.25
"9207",9207,77,0,42,27,36,"exp",0.4,1,0,0.2,10,0.561,3,0.199,10,0.824,7,0.151,0.25
"9208",9208,77,1,43,28,37,"exp",0.8,0.8,0,0.2,5,0.767,2,0.03,5,0.871,2,0.117,0.25
"9209",9209,77,1,44,29,59,"exp",0.6,0.6,0,0.4,5,0.766,7,0.083,5,0.635,10,0.136,0.25
"9210",9210,77,1,45,30,49,"exp",1,0.8,0,0,6,0.609,3,0.164,6,0.691,3,0.081,0.25
"9211",9211,77,1,48,31,18,"exp",1,0.6,0.2,0.2,5,0.754,3,0.088,5,0.833,7,0.235,0.25
"9212",9212,77,1,53,32,9,"exp",0.8,0.4,0,0,6,0.713,7,0.01,6,0.763,6,0.041,0.25
"9213",9213,77,1,54,33,12,"exp",0.8,0.6,0,0.4,9,0.659,3,0.227,9,0.594,9,0.134,0.25
"9214",9214,77,0,56,34,46,"exp",0.8,0.6,0,0.2,5,0.77,6,0.016,5,0.62,9,0.091,0.25
"9215",9215,77,1,57,35,32,"exp",0.8,0.2,0.2,0.2,3,0.645,6,0.137,3,0.677,2,0.017,0.25
"9216",9216,77,0,59,36,43,"exp",0.6,1,0,0,9,0.569,7,0.16,9,0.795,7,0.071,0.25
"9217",9217,77,1,60,37,27,"exp",0.6,0.6,0,0.4,9,0.566,2,0.06,9,0.766,7,0.192,0.25
"9218",9218,77,1,61,38,31,"exp",1,1,0,0.2,3,0.86,3,0.104,3,0.659,10,0.138,0.25
"9219",9219,77,0,65,39,56,"exp",0.4,0.6,0.4,0,10,0.571,3,0.261,10,0.514,7,0.014,0.25
"9220",9220,77,1,67,40,55,"exp",0.8,0.2,0,0,9,0.711,2,0.145,9,0.536,3,0.139,0.25
"9221",9221,77,1,68,41,44,"exp",1,0.6,0,0,5,0.845,3,0.162,5,0.869,9,0.068,0.25
"9222",9222,77,0,70,42,28,"exp",0.2,0.8,0,0.4,5,0.556,7,0.029,5,0.715,2,0.105,0.25
"9223",9223,77,1,71,43,17,"exp",0.6,0.2,0,0,10,0.606,2,0.036,10,0.577,10,0.105,0.25
"9224",9224,77,0,73,44,7,"exp",0.6,1,0.2,0.2,6,0.703,3,0.162,6,0.756,6,0.103,0.25
"9225",9225,77,1,74,45,47,"exp",1,0.8,0,0.4,5,0.693,2,0.031,5,0.708,3,0.18,0.25
"9226",9226,77,0,76,46,34,"exp",0.6,0.8,0.2,0,9,0.794,6,0.2,9,0.837,7,0.018,0.25
"9227",9227,77,1,77,47,16,"exp",1,0,0,0.2,10,0.741,7,0.02,10,0.571,3,0.198,0.25
"9228",9228,77,0,79,48,45,"exp",0.6,0.6,0.4,0,5,0.733,10,0.167,5,0.799,6,0.038,0.25
"9229",9229,77,1,80,49,14,"exp",0.9,0.9,0,0,3,0.812,9,0.037,3,0.817,3,0.199,0.25
"9230",9230,77,1,81,50,48,"exp",0.8,0.4,0.2,0,5,0.626,3,0.205,5,0.571,3,0.027,0.25
"9231",9231,77,0,83,51,1,"exp",0.4,0.8,0,0,3,0.742,6,0.052,3,0.688,6,0.112,0.25
"9232",9232,77,0,84,52,26,"exp",0.4,0.8,0,0.2,3,0.595,3,0.187,3,0.669,9,0.065,0.25
"9233",9233,77,1,85,53,52,"exp",0,0,0,0,10,0.668,10,0.153,10,0.846,9,0.082,0.25
"9234",9234,77,1,86,54,29,"exp",0.8,0.8,0.2,0.2,3,0.716,9,0.074,3,0.676,3,0.176,0.25
"9235",9235,77,1,90,55,25,"exp",1,1,0.2,0.2,5,0.832,6,0.118,5,0.903,3,0.193,0.25
"9236",9236,77,1,92,56,39,"exp",0.8,0.4,0,0.4,9,0.793,7,0.013,9,0.637,6,0.089,0.25
"9237",9237,77,0,95,57,51,"exp",0.6,0.6,0,0,3,0.604,6,0.043,3,0.514,2,0.071,0.25
"9238",9238,77,1,96,58,50,"exp",0.8,0.6,0,0,10,0.703,6,0.066,10,0.597,3,0.158,0.25
"9239",9239,77,0,99,59,19,"exp",0.4,0.8,0,0.2,6,0.596,6,0.137,6,0.736,6,0.075,0.25
"9240",9240,77,0,100,60,53,"exp",0.6,0.6,0.2,0.2,5,0.761,3,0.276,5,0.716,7,0.056,0.25
"9241",9241,78,0,2,1,60,"desc",NA,NA,NA,NA,2,0.88,8,0.114,2,0.733,5,0.178,0.05
"9242",9242,78,1,3,2,30,"desc",NA,NA,NA,NA,9,0.68,3,0.251,9,0.614,5,0.051,0.05
"9243",9243,78,1,5,3,50,"desc",NA,NA,NA,NA,9,0.905,5,0.074,9,0.709,3,0.205,0.05
"9244",9244,78,0,8,4,35,"desc",NA,NA,NA,NA,3,0.545,10,0.067,3,0.694,3,0.026,0.05
"9245",9245,78,1,10,5,55,"desc",NA,NA,NA,NA,9,0.921,3,0.226,9,0.73,9,0.089,0.05
"9246",9246,78,0,11,6,56,"desc",NA,NA,NA,NA,3,0.644,4,0.02,3,0.914,4,0.14,0.05
"9247",9247,78,0,12,7,6,"desc",NA,NA,NA,NA,2,0.688,8,0.122,2,0.706,3,0.024,0.05
"9248",9248,78,0,13,8,24,"desc",NA,NA,NA,NA,10,0.635,9,0.157,10,0.611,7,0.092,0.05
"9249",9249,78,0,14,9,11,"desc",NA,NA,NA,NA,2,0.511,9,0.049,2,0.778,5,0.054,0.05
"9250",9250,78,1,15,10,31,"desc",NA,NA,NA,NA,2,0.675,3,0.105,2,0.775,8,0.176,0.05
"9251",9251,78,1,16,11,41,"desc",NA,NA,NA,NA,9,0.836,3,0.014,9,0.703,7,0.185,0.05
"9252",9252,78,0,17,12,32,"desc",NA,NA,NA,NA,3,0.922,10,0.062,3,0.563,7,0.056,0.05
"9253",9253,78,0,18,13,9,"desc",NA,NA,NA,NA,7,0.584,10,0.015,7,0.658,5,0.027,0.05
"9254",9254,78,0,19,14,4,"desc",NA,NA,NA,NA,6,0.804,9,0.064,6,0.889,4,0.163,0.05
"9255",9255,78,0,22,15,42,"desc",NA,NA,NA,NA,10,0.642,3,0.213,10,0.902,5,0.042,0.05
"9256",9256,78,0,23,16,27,"desc",NA,NA,NA,NA,7,0.828,9,0.033,7,0.81,5,0.104,0.05
"9257",9257,78,0,26,17,16,"desc",NA,NA,NA,NA,9,0.645,5,0.215,9,0.8,3,0.188,0.05
"9258",9258,78,1,27,18,57,"desc",NA,NA,NA,NA,6,0.517,4,0.085,6,0.835,10,0.072,0.05
"9259",9259,78,1,28,19,54,"desc",NA,NA,NA,NA,9,0.9,3,0.012,9,0.786,4,0.181,0.05
"9260",9260,78,0,29,20,5,"desc",NA,NA,NA,NA,7,0.676,8,0.058,7,0.571,3,0.218,0.05
"9261",9261,78,0,31,21,44,"desc",NA,NA,NA,NA,6,0.769,8,0.091,6,0.681,7,0.219,0.05
"9262",9262,78,0,32,22,8,"desc",NA,NA,NA,NA,6,0.86,5,0.132,6,0.782,3,0.014,0.05
"9263",9263,78,0,34,23,46,"desc",NA,NA,NA,NA,7,0.596,7,0.145,7,0.944,4,0.135,0.05
"9264",9264,78,1,35,24,53,"desc",NA,NA,NA,NA,3,0.575,3,0.014,3,0.724,9,0.183,0.05
"9265",9265,78,1,36,25,7,"desc",NA,NA,NA,NA,7,0.791,3,0.019,7,0.631,10,0.019,0.05
"9266",9266,78,1,39,26,15,"desc",NA,NA,NA,NA,9,0.752,4,0.146,9,0.624,5,0.037,0.05
"9267",9267,78,0,42,27,38,"desc",NA,NA,NA,NA,10,0.561,5,0.199,10,0.824,8,0.151,0.05
"9268",9268,78,1,43,28,29,"desc",NA,NA,NA,NA,7,0.767,4,0.03,7,0.871,4,0.117,0.05
"9269",9269,78,0,44,29,58,"desc",NA,NA,NA,NA,2,0.766,8,0.083,2,0.635,4,0.136,0.05
"9270",9270,78,0,45,30,28,"desc",NA,NA,NA,NA,7,0.609,3,0.164,7,0.691,5,0.081,0.05
"9271",9271,78,1,48,31,40,"desc",NA,NA,NA,NA,7,0.754,5,0.088,7,0.833,8,0.235,0.05
"9272",9272,78,1,53,32,59,"desc",NA,NA,NA,NA,7,0.713,3,0.01,7,0.763,10,0.041,0.05
"9273",9273,78,1,54,33,18,"desc",NA,NA,NA,NA,9,0.659,3,0.227,9,0.594,7,0.134,0.05
"9274",9274,78,0,56,34,37,"desc",NA,NA,NA,NA,5,0.77,10,0.016,5,0.62,7,0.091,0.05
"9275",9275,78,0,57,35,52,"desc",NA,NA,NA,NA,3,0.645,9,0.137,3,0.677,4,0.017,0.05
"9276",9276,78,0,59,36,22,"desc",NA,NA,NA,NA,9,0.569,8,0.16,9,0.795,3,0.071,0.05
"9277",9277,78,1,60,37,36,"desc",NA,NA,NA,NA,9,0.566,4,0.06,9,0.766,8,0.192,0.05
"9278",9278,78,0,61,38,2,"desc",NA,NA,NA,NA,3,0.86,5,0.104,3,0.659,4,0.138,0.05
"9279",9279,78,1,65,39,45,"desc",NA,NA,NA,NA,9,0.571,3,0.261,9,0.514,3,0.014,0.05
"9280",9280,78,1,67,40,39,"desc",NA,NA,NA,NA,9,0.711,4,0.145,9,0.536,3,0.139,0.05
"9281",9281,78,1,68,41,20,"desc",NA,NA,NA,NA,7,0.845,3,0.162,7,0.869,7,0.068,0.05
"9282",9282,78,0,70,42,48,"desc",NA,NA,NA,NA,5,0.556,3,0.029,5,0.715,4,0.105,0.05
"9283",9283,78,1,71,43,51,"desc",NA,NA,NA,NA,9,0.606,4,0.036,9,0.577,4,0.105,0.05
"9284",9284,78,1,73,44,21,"desc",NA,NA,NA,NA,7,0.703,5,0.162,7,0.756,9,0.103,0.05
"9285",9285,78,0,74,45,33,"desc",NA,NA,NA,NA,2,0.693,4,0.031,2,0.708,5,0.18,0.05
"9286",9286,78,0,76,46,34,"desc",NA,NA,NA,NA,9,0.794,9,0.2,9,0.837,3,0.018,0.05
"9287",9287,78,1,77,47,26,"desc",NA,NA,NA,NA,9,0.741,3,0.02,9,0.571,3,0.198,0.05
"9288",9288,78,1,79,48,43,"desc",NA,NA,NA,NA,5,0.733,4,0.167,5,0.799,10,0.038,0.05
"9289",9289,78,0,80,49,49,"desc",NA,NA,NA,NA,3,0.812,7,0.037,3,0.817,5,0.199,0.05
"9290",9290,78,1,81,50,23,"desc",NA,NA,NA,NA,2,0.626,3,0.205,2,0.571,5,0.027,0.05
"9291",9291,78,0,83,51,25,"desc",NA,NA,NA,NA,3,0.742,10,0.052,3,0.688,9,0.112,0.05
"9292",9292,78,1,84,52,3,"desc",NA,NA,NA,NA,3,0.595,5,0.187,3,0.669,7,0.065,0.05
"9293",9293,78,0,85,53,17,"desc",NA,NA,NA,NA,10,0.668,4,0.153,10,0.846,7,0.082,0.05
"9294",9294,78,0,86,54,47,"desc",NA,NA,NA,NA,3,0.716,7,0.074,3,0.676,3,0.176,0.05
"9295",9295,78,0,90,55,12,"desc",NA,NA,NA,NA,7,0.832,9,0.118,7,0.903,3,0.193,0.05
"9296",9296,78,1,92,56,14,"desc",NA,NA,NA,NA,9,0.793,3,0.013,9,0.637,9,0.089,0.05
"9297",9297,78,0,95,57,10,"desc",NA,NA,NA,NA,3,0.604,10,0.043,3,0.514,4,0.071,0.05
"9298",9298,78,1,96,58,13,"desc",NA,NA,NA,NA,10,0.703,9,0.066,10,0.597,5,0.158,0.05
"9299",9299,78,1,99,59,19,"desc",NA,NA,NA,NA,7,0.596,9,0.137,7,0.736,10,0.075,0.05
"9300",9300,78,1,100,60,1,"desc",NA,NA,NA,NA,2,0.761,3,0.276,2,0.716,3,0.056,0.05
"9301",9301,78,0,2,1,48,"exp",1,1,0.2,0,2,0.88,8,0.114,2,0.733,5,0.178,0.05
"9302",9302,78,1,3,2,50,"exp",0.846153846153846,0.5,0.307692307692308,0,9,0.68,3,0.251,9,0.614,5,0.051,0.05
"9303",9303,78,1,5,3,20,"exp",1,0.857142857142857,0.125,0.428571428571429,9,0.905,5,0.074,9,0.709,3,0.205,0.05
"9304",9304,78,0,8,4,30,"exp",0.571428571428571,0.571428571428571,0.142857142857143,0,3,0.545,10,0.067,3,0.694,3,0.026,0.05
"9305",9305,78,1,10,5,45,"exp",0.947368421052632,0.666666666666667,0.105263157894737,0.111111111111111,9,0.921,3,0.226,9,0.73,9,0.089,0.05
"9306",9306,78,1,11,6,40,"exp",1,1,0,1,3,0.644,4,0.02,3,0.914,4,0.14,0.05
"9307",9307,78,0,12,7,29,"exp",0.846153846153846,0.923076923076923,0.0769230769230769,0,2,0.688,8,0.122,2,0.706,3,0.024,0.05
"9308",9308,78,0,13,8,18,"exp",0.857142857142857,0.75,0.428571428571429,0,10,0.635,9,0.157,10,0.611,7,0.092,0.05
"9309",9309,78,0,14,9,2,"exp",0.578947368421053,0.868421052631579,0.0263157894736842,0.0789473684210526,2,0.511,9,0.049,2,0.778,5,0.054,0.05
"9310",9310,78,1,15,10,42,"exp",1,1,0,1,2,0.675,3,0.105,2,0.775,8,0.176,0.05
"9311",9311,78,1,16,11,19,"exp",0.75,0.571428571428571,0,0.142857142857143,9,0.836,3,0.014,9,0.703,7,0.185,0.05
"9312",9312,78,0,17,12,9,"exp",0.857142857142857,0.733333333333333,0.0714285714285714,0.0666666666666667,3,0.922,10,0.062,3,0.563,7,0.056,0.05
"9313",9313,78,0,18,13,54,"exp",0.333333333333333,0.75,0,0,7,0.584,10,0.015,7,0.658,5,0.027,0.05
